69 2 23 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,9,14;4,10,15;5,16,17;6,18,19;6,20,21;7,19,20;8,16,22;8,17,23;9,24,25;10,26,27;11,13,28
70 2 24 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,9,14;4,10,15;5,16,17;6,18,19;6,20,21;7,19,21;8,16,22;8,17,23;9,24,25;10,26,27;11,12,28
71 2 25 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,9,14;4,10,15;5,16,17;6,18,19;6,20,21;7,19,21;8,16,22;8,17,23;9,24,25;10,26,27;11,13,28
72 2 26 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,9,14;4,15,16;5,17,18;6,19,20;6,21,22;7,19,21;8,17,23;8,18,24;9,25,26;10,25,27;10,26,28
73 2 27 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,9,14;4,15,16;5,17,18;6,19,20;6,21,22;7,19,22;8,17,23;8,18,24;9,25,26;10,25,27;10,26,28
74 2 28 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,9,14;4,15,16;5,17,18;6,19,20;6,21,22;7,20,21;8,17,23;8,18,24;9,25,26;10,25,27;10,26,28
75 2 29 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,9,14;4,15,16;5,17,18;6,19,20;6,21,22;7,20,22;8,17,23;8,18,24;9,25,26;10,25,27;10,26,28
76 2 30 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,10,14;4,15,16;5,17,18;6,19,20;6,21,22;7,19,21;8,17,23;8,18,24;9,25,26;9,27,28;10,25,27
77 2 31 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,10,14;4,15,16;5,17,18;6,19,20;6,21,22;7,19,21;8,17,23;8,18,24;9,25,26;9,27,28;10,25,28
78 2 32 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,10,14;4,15,16;5,17,18;6,19,20;6,21,22;7,19,21;8,17,23;8,18,24;9,25,26;9,27,28;10,26,27
79 2 33 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,10,14;4,15,16;5,17,18;6,19,20;6,21,22;7,19,21;8,17,23;8,18,24;9,25,26;9,27,28;10,26,28
80 2 34 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,10,14;4,15,16;5,17,18;6,19,20;6,21,22;7,19,22;8,17,23;8,18,24;9,25,26;9,27,28;10,25,27
81 2 35 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,10,14;4,15,16;5,17,18;6,19,20;6,21,22;7,19,22;8,17,23;8,18,24;9,25,26;9,27,28;10,25,28
82 2 36 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,10,14;4,15,16;5,17,18;6,19,20;6,21,22;7,19,22;8,17,23;8,18,24;9,25,26;9,27,28;10,26,27
83 2 37 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,10,14;4,15,16;5,17,18;6,19,20;6,21,22;7,19,22;8,17,23;8,18,24;9,25,26;9,27,28;10,26,28
84 2 38 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,10,14;4,15,16;5,17,18;6,19,20;6,21,22;7,20,21;8,17,23;8,18,24;9,25,26;9,27,28;10,25,27
85 2 39 29 11 0,1,3;1,2,4;0,2,5;0,6,7;1,5,8;2,9,10;3,7,11;3,12,13;4,10,14;4,15,16;5,17,18;6,19,20;6,21,22;7,20,21;8,17,23;8,18,24;9,25,26;9,27,28;10,25,28
